AMP1+FOX1+FUS1+CPR1+DOX1,AMP1+CPR1+DOX1,AMP+CPR+DOX,0.06239,0.7262,Additive
AMP1+FOX1+FUS1+CPR1+DOX2,AMP1+CPR1+DOX2,AMP+CPR+DOX,2.28,0.83848,Antagonistic Suppression
AMP1+FOX1+FUS1+CPR1+DOX3,AMP1+CPR1+DOX3,AMP+CPR+DOX,0.17824,0.76089,Additive
AMP1+FOX1+STR1+CPR1+ERY1,AMP1+CPR1+ERY1,AMP+CPR+ERY,0.19951,0.81979,Additive
AMP1+CPR1+STR1+ERY2+DOX1,AMP1+CPR1+ERY2,AMP+CPR+ERY,-0.053405,0.89438,Additive
AMP1+CPR1+STR1+ERY3+DOX1,AMP1+CPR1+ERY3,AMP+CPR+ERY,-0.07668,0.73567,Additive
AMP1+FOX1+FUS1+CPR1+DOX1,AMP1+CPR1+FOX1,AMP+CPR+FOX,-0.48594,0.46246,Additive
AMP1+FOX2+FUS1+CPR1+DOX1,AMP1+CPR1+FOX2,AMP+CPR+FOX,-0.33431,0.57728,Additive
AMP1+FOX3+FUS1+CPR1+DOX1,AMP1+CPR1+FOX3,AMP+CPR+FOX,0.1647,0.86081,Additive
AMP1+CPR1+ERY1+FUS1+DOX1,AMP1+CPR1+FUS1,AMP+CPR+FUS,-0.09915,0.56376,Additive
AMP1+ERY1+STR1+CPR1+FUS2,AMP1+CPR1+FUS2,AMP+CPR+FUS,-0.05162,0.6939,Additive
AMP1+FOX1+FUS3+CPR1+ERY1,AMP1+CPR1+FUS3,AMP+CPR+FUS,0.84055,0.63248,Antagonistic
AMP1+CPR1+STR1+DOX1+TMP1,AMP1+CPR1+STR1,AMP+CPR+STR,-0.33149,0.64863,Additive
AMP1+CPR1+STR2+DOX1+TMP1,AMP1+CPR1+STR2,AMP+CPR+STR,-0.27474,0.52764,Additive
AMP1+FOX1+STR3+CPR1+DOX1,AMP1+CPR1+STR3,AMP+CPR+STR,-0.37657,0.49402,Additive
AMP1+CPR1+STR1+FUS1+TMP1,AMP1+CPR1+TMP1,AMP+CPR+TMP,1.7376,0.79092,Antagonistic Suppression
AMP1+CPR1+STR1+FUS1+TMP2,AMP1+CPR1+TMP2,AMP+CPR+TMP,1.4643,0.90828,Antagonistic Suppression
AMP1+CPR1+STR1+FUS1+TMP3,AMP1+CPR1+TMP3,AMP+CPR+TMP,1.1887,0.81629,Antagonistic
AMP1+FOX1+FUS1+CPR2+DOX1,AMP1+CPR2+DOX1,AMP+CPR+DOX,0.4258,0.69052,Additive
AMP1+FOX1+FUS1+CPR2+DOX2,AMP1+CPR2+DOX2,AMP+CPR+DOX,1.7699,0.77007,Antagonistic Suppression
AMP1+FOX1+FUS1+CPR2+DOX3,AMP1+CPR2+DOX3,AMP+CPR+DOX,0.84879,0.67675,Antagonistic
AMP1+CPR2+STR1+ERY1+TMP1,AMP1+CPR2+ERY1,AMP+CPR+ERY,0.80002,0.82836,Antagonistic
AMP1+CPR2+STR1+ERY2+DOX1,AMP1+CPR2+ERY2,AMP+CPR+ERY,0.55825,0.90625,Antagonistic
AMP1+CPR2+STR1+ERY3+DOX1,AMP1+CPR2+ERY3,AMP+CPR+ERY,-0.03596,0.83544,Additive
AMP1+FOX1+FUS1+CPR2+DOX1,AMP1+CPR2+FOX1,AMP+CPR+FOX,-0.32462,0.52766,Additive
AMP1+FOX2+FUS1+CPR2+DOX1,AMP1+CPR2+FOX2,AMP+CPR+FOX,-0.18634,0.58892,Additive
AMP1+FOX3+FUS1+CPR2+DOX1,AMP1+CPR2+FOX3,AMP+CPR+FOX,-0.0129,0.84565,Additive
AMP1+CPR2+ERY1+FUS1+TMP1,AMP1+CPR2+FUS1,AMP+CPR+FUS,-0.093165,0.6546,Additive
AMP1+CPR2+STR1+FUS2+TMP1,AMP1+CPR2+FUS2,AMP+CPR+FUS,-0.19287,0.59782,Additive
AMP1+CPR2+STR1+FUS3+TMP1,AMP1+CPR2+FUS3,AMP+CPR+FUS,1.1845,0.62237,Antagonistic
AMP1+CPR2+STR1+DOX1+TMP1,AMP1+CPR2+STR1,AMP+CPR+STR,-0.3614,0.55641,Additive
AMP1+CPR2+STR2+DOX1+TMP1,AMP1+CPR2+STR2,AMP+CPR+STR,-0.42961,0.52061,Additive
AMP1+CPR2+STR3+ERY1+TMP1,AMP1+CPR2+STR3,AMP+CPR+STR,-0.25028,0.54498,Additive
AMP1+CPR2+STR1+FUS1+TMP1,AMP1+CPR2+TMP1,AMP+CPR+TMP,1.0853,0.80576,Antagonistic
AMP1+CPR2+STR1+FUS1+TMP2,AMP1+CPR2+TMP2,AMP+CPR+TMP,0.42025,0.75937,Additive
AMP1+CPR2+STR1+FUS1+TMP3,AMP1+CPR2+TMP3,AMP+CPR+TMP,0.068455,0.75595,Additive
AMP1+CPR3+STR1+ERY1+DOX1,AMP1+CPR3+DOX1,AMP+CPR+DOX,0.16158,0.61703,Additive
AMP1+CPR3+STR1+ERY1+DOX2,AMP1+CPR3+DOX2,AMP+CPR+DOX,3.0575,0.65113,Antagonistic Suppression
AMP1+CPR3+STR1+ERY1+DOX3,AMP1+CPR3+DOX3,AMP+CPR+DOX,0.14435,0.82561,Additive
AMP1+CPR3+STR1+ERY1+DOX1,AMP1+CPR3+ERY1,AMP+CPR+ERY,1.5153,0.79241,Antagonistic Suppression
AMP1+CPR3+STR1+ERY2+DOX1,AMP1+CPR3+ERY2,AMP+CPR+ERY,1.5836,0.76948,Antagonistic Suppression
AMP1+CPR3+STR1+ERY3+DOX1,AMP1+CPR3+ERY3,AMP+CPR+ERY,-0.18627,0.80531,Additive
AMP1+FOX1+FUS1+CPR3+DOX1,AMP1+CPR3+FOX1,AMP+CPR+FOX,-0.31781,0.59117,Additive
AMP1+FOX2+FUS1+CPR3+DOX1,AMP1+CPR3+FOX2,AMP+CPR+FOX,-0.093715,0.69352,Additive
AMP1+FOX3+FUS1+CPR3+DOX1,AMP1+CPR3+FOX3,AMP+CPR+FOX,-0.02557,0.8848,Additive
AMP1+ERY1+STR1+CPR3+FUS1,AMP1+CPR3+FUS1,AMP+CPR+FUS,-0.05038,0.66711,Additive
AMP1+CPR3+STR1+FUS2+TMP1,AMP1+CPR3+FUS2,AMP+CPR+FUS,-0.10451,0.53479,Additive
AMP1+CPR3+STR1+FUS3+TMP1,AMP1+CPR3+FUS3,AMP+CPR+FUS,0,0.75883,Additive
AMP1+CPR3+STR1+DOX1+TMP1,AMP1+CPR3+STR1,AMP+CPR+STR,-0.47947,0.49774,Additive
