"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
33,33,1,4,5,33,33,36,37,33,36,37,4,5,14,33,36,37,36,37,46,36,37,46,14,36,37,46,46,46,46
33,33,1,4,6,33,33,36,38,33,36,38,4,6,15,33,36,38,36,38,47,36,38,47,15,36,38,47,47,47,47
33,33,1,4,7,33,33,36,39,33,36,39,4,7,16,33,36,39,36,39,48,36,39,48,16,36,39,48,48,48,48
33,33,17,2,5,33,33,34,37,33,34,37,18,21,8,33,34,37,34,37,40,34,37,40,24,34,37,40,40,40,40
33,33,17,2,6,33,33,34,38,33,34,38,18,22,9,33,34,38,34,38,41,34,38,41,25,34,38,41,41,41,41
33,33,17,2,7,33,33,34,39,33,34,39,18,23,10,33,34,39,34,39,42,34,39,42,26,34,39,42,42,42,42
33,33,17,3,5,33,33,35,37,33,35,37,19,21,11,33,35,37,35,37,43,35,37,43,27,35,37,43,43,43,43
33,33,17,3,6,33,33,35,38,33,35,38,19,22,12,33,35,38,35,38,44,35,38,44,28,35,38,44,44,44,44
33,33,17,3,7,33,33,35,39,33,35,39,19,23,13,33,35,39,35,39,45,35,39,45,29,35,39,45,45,45,45
33,33,17,4,5,33,33,36,37,33,36,37,20,21,14,33,36,37,36,37,46,36,37,46,30,36,37,46,46,46,46
33,33,17,4,6,33,33,36,38,33,36,38,20,22,15,33,36,38,36,38,47,36,38,47,31,36,38,47,47,47,47
33,33,17,4,7,33,33,36,39,33,36,39,20,23,16,33,36,39,36,39,48,36,39,48,32,36,39,48,48,48,48
33,33,33,2,5,33,33,34,37,33,34,37,34,37,8,33,34,37,34,37,40,34,37,40,40,34,37,40,40,40,40
33,33,33,2,6,33,33,34,38,33,34,38,34,38,9,33,34,38,34,38,41,34,38,41,41,34,38,41,41,41,41
33,33,33,2,7,33,33,34,39,33,34,39,34,39,10,33,34,39,34,39,42,34,39,42,42,34,39,42,42,42,42
33,33,33,3,5,33,33,35,37,33,35,37,35,37,11,33,35,37,35,37,43,35,37,43,43,35,37,43,43,43,43
33,33,33,3,6,33,33,35,38,33,35,38,35,38,12,33,35,38,35,38,44,35,38,44,44,35,38,44,44,44,44
33,33,33,3,7,33,33,35,39,33,35,39,35,39,13,33,35,39,35,39,45,35,39,45,45,35,39,45,45,45,45
33,33,33,4,5,33,33,36,37,33,36,37,36,37,14,33,36,37,36,37,46,36,37,46,46,36,37,46,46,46,46
33,33,33,4,6,33,33,36,38,33,36,38,36,38,15,33,36,38,36,38,47,36,38,47,47,36,38,47,47,47,47
33,33,33,4,7,33,33,36,39,33,36,39,36,39,16,33,36,39,36,39,48,36,39,48,48,36,39,48,48,48,48
