combinations,X1,X2,X3,X4,X5,X1X2,X1X3,X1X4,X1X5,X2X3,X2X4,X2X5,X3X4,X3X5,X4X5,X1X2X3,X1X2X4,X1X2X5,X1X3X4,X1X3X5,X1X4X5 ,X2X3X4,X2X3X5,X2X4X5,X3X4X5,X1X2X3X4,X1X2X3X5,X1X2X4X5,X1X3X4X5,X2X3X4X5,X1X2X3X4X5,NET_12,NET_13,NET_14,NET_15,NET_23,NET_24,NET_25,NET_34,NET_35,NET_45,NET_123,NET_124,NET_125,NET_134,NET_135,NET_145 ,NET_234,NET_235,NET_245,NET_345,EM_123,EM_124,EM_125,EM_134,EM_135,EM_145 ,EM_234,EM_235,EM_245,EM_345,NET_1234,NET_1235,NET_1245,NET_1345,NET_2345,EM_1234,EM_1235,EM_1245,EM_1345,EM_2345,NET_12345,EM_12345
FOX1FUS1STR1DOX1TMP1,0.72758,1,0.86957,0.92255,0.89018,0.21901,0.45656,0.86406,0.73418,0.15843,0.77539,0.80684,0.80188,0.82961,0.98436,0.30032,0.27481,0.24611,0.40244,0.3896,0.8771,0.097848,0.094659,0.7499,0.87546,0.21742,0.24761,0.27481,0.37804,0.024287,0.25055,-0.69899,-0.27838,3.422,1.0826,-0.81781,-0.15952,-0.093614,-0.00043791,0.58157,NaN,-0.52533,-0.59059,-0.62,-0.31051,-0.30824,2.1496,-0.87803,-0.87771,-0.086863,1.0379,1.2993,-0.045135,0.9772,-0.31629,-0.25371,-0.093587,0.62351,-0.23727,-0.03423,-0.034669,-0.62751,-0.56036,-0.54008,-0.27243,-0.96599,3.8911,2.2857,9.5589,1.6187,0.21121,-0.51778,-0.27365
FOX1FUS1STR1DOX1TMP2,0.72758,1,0.86957,0.92255,0.99908,0.21901,0.45656,0.86406,0.87188,0.15843,0.77539,0.73715,0.80188,0.88723,1,0.30032,0.27481,0.26206,0.40244,0.49372,0.80668,0.097848,0.046831,0.76265,0.92143,0.21742,0.24172,0.2903,0.29562,0.05002,0.23878,-0.69899,-0.27838,3.422,216.6256,-0.81781,-0.15952,-0.26218,-0.00043791,23.0798,NaN,-0.52533,-0.59059,-0.63949,-0.31051,-0.21892,2.3886,-0.87803,-0.94609,-0.17256,1.7617,1.2993,-0.045135,1.9482,-0.31629,-0.17109,-0.23463,0.62351,0.46753,2.2017,0.41335,-0.62751,-0.61759,-0.56711,-0.49306,-0.93759,3.8911,-0.048429,2.1154,0.078391,-0.70833,-0.59054,-0.26338
FOX1FUS1STR1DOX1TMP3,0.72758,1,0.86957,0.92255,0.9731,0.21901,0.45656,0.86406,0.81071,0.15843,0.77539,0.74033,0.80188,0.92255,1,0.30032,0.27481,0.36284,0.40244,0.35289,0.70526,0.097848,0.040454,0.7362,0.93708,0.21742,0.25736,0.19902,0.43105,0.093065,0.080758,-0.69899,-0.27838,3.422,5.2467,-0.81781,-0.15952,-0.2392,-0.00043791,NaN,NaN,-0.52533,-0.59059,-0.48752,-0.31051,-0.42681,0.70003,-0.87803,-0.95219,-0.17993,1.7591,1.2993,-0.045135,3.2462,-0.31629,-0.40101,-0.3017,0.62351,0.097725,2.2995,-0.0027759,-0.62751,-0.58198,-0.6953,-0.24109,-0.88078,3.8911,0.51555,1.0371,1.4715,0.49486,-0.85782,-0.87526
FOX1FUS1STR1DOX2TMP1,0.72758,1,0.86957,0.89338,0.89018,0.21901,0.45656,0.90839,0.73418,0.15843,0.71266,0.80684,0.82494,0.82961,1,0.30032,0.25568,0.24611,0.47517,0.3896,0.83918,0.3051,0.094659,0.65424,0.97359,0.2397,0.24761,0.18337,0.21104,0.043643,0.14249,-0.69899,-0.27838,3.3309,1.0826,-0.81781,-0.2023,-0.093614,0.51856,0.58157,2.1572,-0.52533,-0.60665,-0.62,-0.15934,-0.30824,1.7492,-0.60726,-0.87771,-0.17733,1.5843,1.2993,-0.20733,0.9772,-0.28819,-0.25371,-0.1891,2.4995,-0.23727,-0.14441,0.050984,-0.57593,-0.56036,-0.68309,-0.58057,-0.93689,0.66503,2.2857,1.0544,-0.41085,-0.73411,-0.71681,0.14938
FOX1FUS1STR1DOX2TMP2,0.72758,1,0.86957,0.89338,0.99908,0.21901,0.45656,0.90839,0.87188,0.15843,0.71266,0.73715,0.82494,0.88723,1,0.30032,0.25568,0.26206,0.47517,0.49372,0.71689,0.3051,0.046831,0.8039,0.98731,0.2397,0.24172,0.35612,0.39018,0.029503,0.097848,-0.69899,-0.27838,3.3309,216.6256,-0.81781,-0.2023,-0.26218,0.51856,23.0798,NaN,-0.52533,-0.60665,-0.63949,-0.15934,-0.21892,0.8632,-0.60726,-0.94609,-0.099334,2.2602,1.2993,-0.20733,1.9482,-0.28819,-0.17109,-0.35719,2.4995,0.46753,2.9877,0.37616,-0.57593,-0.61759,-0.45163,-0.30907,-0.96199,0.66503,-0.048429,1.7608,0.88139,NaN,-0.82673,-0.79162
FOX1FUS1STR1DOX2TMP3,0.72758,1,0.86957,0.89338,0.9731,0.21901,0.45656,0.90839,0.81071,0.15843,0.71266,0.74033,0.82494,0.92255,1,0.30032,0.25568,0.36284,0.47517,0.35289,0.65802,0.3051,0.040454,0.80096,0.95199,0.2397,0.25736,0.20685,0.32264,0.037266,0.18075,-0.69899,-0.27838,3.3309,5.2467,-0.81781,-0.2023,-0.2392,0.51856,NaN,NaN,-0.52533,-0.60665,-0.48752,-0.15934,-0.42681,0.26824,-0.60726,-0.95219,-0.078671,1.7254,1.2993,-0.20733,3.2462,-0.28819,-0.40101,-0.38547,2.4995,0.097725,4.0865,-0.033111,-0.57593,-0.58198,-0.67298,-0.41341,-0.9507,0.66503,0.51555,1.1207,1.0317,NaN,-0.67138,-0.62585
FOX1FUS1STR1DOX3TMP1,0.72758,1,0.86957,0.85486,0.89018,0.21901,0.45656,0.74595,0.73418,0.15843,0.81686,0.80684,0.8784,0.82961,1,0.30032,0.28438,0.24611,0.57979,0.3896,0.65802,0.15524,0.094659,0.75092,0.98904,0.22995,0.24761,0.23655,0.39275,0.019071,0.057991,-0.69899,-0.27838,1.174,1.0826,-0.81781,-0.044449,-0.093614,1.2112,0.58157,2.546,-0.52533,-0.54279,-0.62,0.20851,-0.30824,0.60003,-0.79116,-0.87771,-0.013211,1.6948,1.2993,0.0085438,0.9772,-0.027774,-0.25371,-0.2784,-0.34618,-0.23727,-0.16093,-0.046492,-0.57484,-0.56036,-0.57276,-0.18424,-0.97118,0.14859,2.2857,1.3684,0.47273,0.52903,-0.87955,-0.86658
FOX1FUS1STR1DOX3TMP2,0.72758,1,0.86957,0.85486,0.99908,0.21901,0.45656,0.74595,0.87188,0.15843,0.81686,0.73715,0.8784,0.88723,1,0.30032,0.28438,0.26206,0.57979,0.49372,0.62564,0.15524,0.046831,0.70677,1,0.22995,0.24172,0.20147,0.39916,0.010163,0.10204,-0.69899,-0.27838,1.174,216.6256,-0.81781,-0.044449,-0.26218,1.2112,23.0798,NaN,-0.52533,-0.54279,-0.63949,0.20851,-0.21892,0.039923,-0.79116,-0.94609,-0.17247,2.2938,1.2993,0.0085438,1.9482,-0.027774,-0.17109,-0.35856,-0.34618,0.46753,-0.042476,-0.01987,-0.57484,-0.61759,-0.67578,-0.2613,-0.98632,0.14859,-0.048429,1.059,2.0353,NaN,-0.81117,-0.73413
FOX1FUS1STR1DOX3TMP3,0.72758,1,0.86957,0.85486,0.9731,0.21901,0.45656,0.74595,0.81071,0.15843,0.81686,0.74033,0.8784,0.92255,1,0.30032,0.28438,0.36284,0.57979,0.35289,0.62564,0.15524,0.040454,0.7786,0.96672,0.22995,0.25736,0.30151,0.39597,0.058191,0.066041,-0.69899,-0.27838,1.174,5.2467,-0.81781,-0.044449,-0.2392,1.2112,NaN,NaN,-0.52533,-0.54279,-0.48752,0.20851,-0.42681,0.16675,-0.79116,-0.95219,-0.064027,1.8507,1.2993,0.0085438,3.2462,-0.027774,-0.40101,-0.33159,-0.34618,0.097725,0.11093,-0.093365,-0.57484,-0.58198,-0.50184,-0.24763,-0.91956,0.14859,0.51555,2.6302,2.631,1.3134,-0.87452,-0.88548
FOX1FUS1STR2DOX1TMP1,0.72758,1,0.78069,0.92255,0.89018,0.21901,0.50155,0.86406,0.73418,0.04727,0.77539,0.80684,0.7668,0.90695,0.98436,0.23381,0.27481,0.24611,0.54875,0.49577,0.8771,0.026895,0.046831,0.7499,0.97293,0.20466,0.2064,0.27481,0.5267,0.040454,0.002934,-0.69899,-0.11702,3.422,1.0826,-0.93945,-0.15952,-0.093614,0.77026,2.4726,NaN,-0.58837,-0.59059,-0.62,0.12145,-0.019515,2.1496,-0.96266,-0.93261,-0.086863,2.3774,1.4302,-0.045135,0.9772,-0.15202,-0.2581,-0.093587,0.75536,-0.75224,-0.03423,-0.032414,-0.60944,-0.5918,-0.54008,0.23066,-0.9369,1.6193,3.5131,9.5589,-0.069884,NaN,-0.99371,NaN
