AMP1+CPR1+DOX1,0.65927,3
AMP1+CPR1+DOX2,0.71099,3
AMP1+CPR1+DOX3,0.73831,3
AMP1+CPR1+ERY1,0.57553,3
AMP1+CPR1+ERY2,0.53059,3
AMP1+CPR1+ERY3,0.54641,3
AMP1+CPR1+FOX1,0.1779,2
AMP1+CPR1+FOX2,0.22463,2
AMP1+CPR1+FOX3,0.6371,3
AMP1+CPR1+FUS1,0.20048,2
AMP1+CPR1+FUS2,0.36331,2
AMP1+CPR1+FUS3,0.43628,3
AMP1+CPR1+STR1,0.12072,2
AMP1+CPR1+STR2,0.10375,2
AMP1+CPR1+STR3,0.18741,2
AMP1+CPR1+TMP1,0.73695,3
AMP1+CPR1+TMP2,0.74737,3
AMP1+CPR1+TMP3,0.72418,3
AMP1+CPR2+DOX1,0.67939,3
AMP1+CPR2+DOX2,0.67881,3
AMP1+CPR2+DOX3,0.72226,3
AMP1+CPR2+ERY1,0.61911,3
AMP1+CPR2+ERY2,0.64421,3
AMP1+CPR2+ERY3,0.64293,3
AMP1+CPR2+FOX1,0.27465,2
AMP1+CPR2+FOX2,0.37162,2
AMP1+CPR2+FOX3,0.55328,3
AMP1+CPR2+FUS1,0.28625,2
AMP1+CPR2+FUS2,0.3244,2
AMP1+CPR2+FUS3,0.57428,3
AMP1+CPR2+STR1,0.17088,2
AMP1+CPR2+STR2,0.12159,2
AMP1+CPR2+STR3,0.20987,2
AMP1+CPR2+TMP1,0.68695,3
AMP1+CPR2+TMP2,0.67071,3
AMP1+CPR2+TMP3,0.69263,3
AMP1+CPR3+DOX1,0.86468,3
AMP1+CPR3+DOX2,0.87229,3
AMP1+CPR3+DOX3,0.77776,3
AMP1+CPR3+ERY1,0.73019,3
AMP1+CPR3+ERY2,0.75901,3
AMP1+CPR3+ERY3,0.72142,3
AMP1+CPR3+FOX1,0.35336,2
AMP1+CPR3+FOX2,0.40977,2
AMP1+CPR3+FOX3,0.68886,3
AMP1+CPR3+FUS1,0.34173,2
AMP1+CPR3+FUS2,0.47668,2
AMP1+CPR3+FUS3,0.65055,3
AMP1+CPR3+STR1,0.17343,2
AMP1+CPR3+STR2,0.14517,2
AMP1+CPR3+STR3,0.23674,2
AMP1+CPR3+TMP1,0.79477,3
AMP1+CPR3+TMP2,0.72731,3
AMP1+CPR3+TMP3,0.7175,3
AMP1+DOX1+ERY1,0.58062,3
AMP1+DOX1+ERY2,0.7018,3
AMP1+DOX1+ERY3,0.67178,3
AMP1+DOX1+FOX1,0.44411,2
AMP1+DOX1+FOX2,0.50458,2
AMP1+DOX1+FOX3,0.71544,3
AMP1+DOX1+FUS1,0.21305,2
AMP1+DOX1+FUS2,0.26626,2
AMP1+DOX1+FUS3,0.59298,3
AMP1+DOX1+STR1,0.09655,2
AMP1+DOX1+STR2,0.12912,2
AMP1+DOX1+STR3,0.28439,2
AMP1+DOX1+TMP1,0.812,3
AMP1+DOX1+TMP2,0.86992,3
AMP1+DOX1+TMP3,0.81614,3
AMP1+DOX2+ERY1,0.61858,3
AMP1+DOX2+ERY2,0.68095,3
AMP1+DOX2+ERY3,0.72722,3
AMP1+DOX2+FOX1,0.40732,2
AMP1+DOX2+FOX2,0.50752,2
AMP1+DOX2+FOX3,0.74101,3
AMP1+DOX2+FUS1,0.15197,2
AMP1+DOX2+FUS2,0.19593,2
AMP1+DOX2+FUS3,0.55118,3
AMP1+DOX2+STR1,0.12912,2
AMP1+DOX2+STR2,0.14056,2
AMP1+DOX2+STR3,0.33754,2
AMP1+DOX2+TMP1,0.81262,3
AMP1+DOX2+TMP2,0.84991,3
AMP1+DOX2+TMP3,0.82395,3
AMP1+DOX3+ERY1,0.65989,3
AMP1+DOX3+ERY2,0.6299,3
AMP1+DOX3+ERY3,0.68978,3
AMP1+DOX3+FOX1,0.48624,2
AMP1+DOX3+FOX2,0.59215,2
AMP1+DOX3+FOX3,0.75467,3
AMP1+DOX3+FUS1,0.23847,2
AMP1+DOX3+FUS2,0.3645,2
AMP1+DOX3+FUS3,0.63626,3
AMP1+DOX3+STR1,0.15189,2
AMP1+DOX3+STR2,0.093375,2
AMP1+DOX3+STR3,0.30237,2
AMP1+DOX3+TMP1,0.81372,3
AMP1+DOX3+TMP2,0.8827,3
AMP1+DOX3+TMP3,0.89157,NaN
AMP1+ERY1+FOX1,0.32651,2
AMP1+ERY1+FOX2,0.27685,2
AMP1+ERY1+FOX3,0.59721,3
AMP1+ERY1+FUS1,0.093698,2
AMP1+ERY1+FUS2,0.13615,2
AMP1+ERY1+FUS3,0.41665,3
AMP1+ERY1+STR1,0.26184,2
AMP1+ERY1+STR2,0.18358,2
AMP1+ERY1+STR3,0.26828,2
AMP1+ERY1+TMP1,0.68925,3
AMP1+ERY1+TMP2,0.66206,3
AMP1+ERY1+TMP3,0.63623,3
AMP1+ERY2+FOX1,0.28503,2
AMP1+ERY2+FOX2,0.32964,2
AMP1+ERY2+FOX3,0.63634,3
AMP1+ERY2+FUS1,0.1632,2
AMP1+ERY2+FUS2,0.3273,2
AMP1+ERY2+FUS3,0.52295,3
AMP1+ERY2+STR1,0.13987,2
AMP1+ERY2+STR2,0.20004,2
