AMP1+CPR1+ERY1+DOX1+TMP1,AMP1+CPR1+DOX1,AMP+CPR+DOX,-0.0082,0.80763,Additive
AMP1+CPR1+ERY1+DOX2+TMP1,AMP1+CPR1+DOX2,AMP+CPR+DOX,-0.03304,0.8256,Additive
AMP1+CPR1+ERY1+DOX3+TMP1,AMP1+CPR1+DOX3,AMP+CPR+DOX,-0.0251,0.87119,Additive
AMP1+CPR1+ERY1+DOX1+TMP1,AMP1+CPR1+ERY1,AMP+CPR+ERY,-0.027,0.7444,Additive
AMP1+CPR1+ERY2+DOX1+TMP1,AMP1+CPR1+ERY2,AMP+CPR+ERY,-0.05102,0.7577,Additive
AMP1+CPR1+ERY3+DOX1+TMP1,AMP1+CPR1+ERY3,AMP+CPR+ERY,-0.04227,0.81217,Additive
AMP1+CPR1+ERY1+DOX1+TMP1,AMP1+CPR1+TMP1,AMP+CPR+TMP,0.01667,0.89843,Additive
AMP1+CPR1+ERY1+DOX1+TMP2,AMP1+CPR1+TMP2,AMP+CPR+TMP,-0.03476,0.90004,Additive
AMP1+CPR1+ERY1+DOX1+TMP3,AMP1+CPR1+TMP3,AMP+CPR+TMP,0.4009,0.90977,Additive
AMP1+CPR2+ERY1+DOX1+TMP1,AMP1+CPR2+DOX1,AMP+CPR+DOX,3.0283,0.85514,Antagonistic Suppression
AMP1+CPR2+ERY1+DOX2+TMP1,AMP1+CPR2+DOX2,AMP+CPR+DOX,1.4704,0.87906,Antagonistic Suppression
AMP1+CPR2+ERY1+DOX3+TMP1,AMP1+CPR2+DOX3,AMP+CPR+DOX,0.78697,0.90523,Antagonistic
AMP1+CPR2+ERY1+DOX1+TMP1,AMP1+CPR2+ERY1,AMP+CPR+ERY,4.3173,0.78951,Antagonistic Suppression
AMP1+CPR2+ERY2+DOX1+TMP1,AMP1+CPR2+ERY2,AMP+CPR+ERY,0.51163,0.72635,Antagonistic
AMP1+CPR2+ERY3+DOX1+TMP1,AMP1+CPR2+ERY3,AMP+CPR+ERY,0.43686,0.80756,Additive
AMP1+CPR2+ERY1+DOX1+TMP1,AMP1+CPR2+TMP1,AMP+CPR+TMP,0.73143,0.90296,Antagonistic
AMP1+CPR2+ERY1+DOX1+TMP2,AMP1+CPR2+TMP2,AMP+CPR+TMP,0.21043,0.88935,Additive
AMP1+CPR2+ERY1+DOX1+TMP3,AMP1+CPR2+TMP3,AMP+CPR+TMP,1.0147,0.8671,Antagonistic
AMP1+CPR3+ERY1+DOX1+TMP1,AMP1+CPR3+DOX1,AMP+CPR+DOX,-0.00847,0.94967,Additive
AMP1+CPR3+ERY1+DOX2+TMP1,AMP1+CPR3+DOX2,AMP+CPR+DOX,-0.0617,0.94065,Additive
AMP1+CPR3+ERY1+DOX3+TMP1,AMP1+CPR3+DOX3,AMP+CPR+DOX,-0.04077,0.99376,Additive
AMP1+CPR3+ERY1+DOX1+TMP1,AMP1+CPR3+ERY1,AMP+CPR+ERY,0.00946,0.84622,Additive
AMP1+CPR3+ERY2+DOX1+TMP1,AMP1+CPR3+ERY2,AMP+CPR+ERY,-0.06045,0.86621,Additive
AMP1+CPR3+ERY3+DOX1+TMP1,AMP1+CPR3+ERY3,AMP+CPR+ERY,-0.09099,0.9023,Additive
AMP1+CPR3+ERY1+DOX1+TMP1,AMP1+CPR3+TMP1,AMP+CPR+TMP,-0.09719,0.94609,Additive
AMP1+CPR3+ERY1+DOX1+TMP2,AMP1+CPR3+TMP2,AMP+CPR+TMP,-0.1019,0.97674,Additive
AMP1+CPR3+ERY1+DOX1+TMP3,AMP1+CPR3+TMP3,AMP+CPR+TMP,-0.08506,0.92034,Additive
AMP1+CPR1+ERY1+DOX1+TMP1,AMP1+DOX1+ERY1,AMP+DOX+ERY,-0.01746,0.77132,Additive
AMP1+CPR1+ERY2+DOX1+TMP1,AMP1+DOX1+ERY2,AMP+DOX+ERY,-0.04298,0.82404,Additive
AMP1+CPR1+ERY3+DOX1+TMP1,AMP1+DOX1+ERY3,AMP+DOX+ERY,0.00417,0.84139,Additive
AMP1+CPR1+ERY1+DOX1+TMP1,AMP1+DOX1+TMP1,AMP+DOX+TMP,0.09704,0.97223,Additive
AMP1+CPR1+ERY1+DOX1+TMP2,AMP1+DOX1+TMP2,AMP+DOX+TMP,-0.00739,1,Additive
AMP1+CPR1+ERY1+DOX1+TMP3,AMP1+DOX1+TMP3,AMP+DOX+TMP,0.87552,0.99626,Antagonistic
AMP1+CPR1+ERY1+DOX2+TMP1,AMP1+DOX2+ERY1,AMP+DOX+ERY,-0.0168,0.82786,Additive
AMP1+CPR1+ERY2+DOX2+TMP1,AMP1+DOX2+ERY2,AMP+DOX+ERY,-0.02658,0.87346,Additive
AMP1+CPR1+ERY3+DOX2+TMP1,AMP1+DOX2+ERY3,AMP+DOX+ERY,-0.03342,0.93162,Additive
AMP1+CPR1+ERY1+DOX2+TMP1,AMP1+DOX2+TMP1,AMP+DOX+TMP,-0.00227,0.99478,Additive
AMP1+CPR1+ERY1+DOX2+TMP2,AMP1+DOX2+TMP2,AMP+DOX+TMP,-0.0435,1,Additive
AMP1+CPR1+ERY1+DOX2+TMP3,AMP1+DOX2+TMP3,AMP+DOX+TMP,0.13098,0.9756,Additive
AMP1+CPR1+ERY1+DOX3+TMP1,AMP1+DOX3+ERY1,AMP+DOX+ERY,-0.04014,0.85493,Additive
AMP1+CPR1+ERY2+DOX3+TMP1,AMP1+DOX3+ERY2,AMP+DOX+ERY,-0.0943,0.86665,Additive
AMP1+CPR1+ERY3+DOX3+TMP1,AMP1+DOX3+ERY3,AMP+DOX+ERY,-0.06336,0.94836,Additive
AMP1+CPR1+ERY1+DOX3+TMP1,AMP1+DOX3+TMP1,AMP+DOX+TMP,0.00664,0.99865,Additive
AMP1+CPR1+ERY1+DOX3+TMP2,AMP1+DOX3+TMP2,AMP+DOX+TMP,-0.10243,0.96038,Additive
