AMP1+CPR1+DOX1+ERY1,0.63602,10
AMP1+CPR1+DOX1+ERY2,0.82748,10
AMP1+CPR1+DOX1+ERY3,0.80303,9
AMP1+CPR1+DOX1+FOX1,0.64529,9
AMP1+CPR1+DOX1+FOX2,0.61148,10
AMP1+CPR1+DOX1+FOX3,0.65234,10
AMP1+CPR1+DOX1+FUS1,0.37629,9
AMP1+CPR1+DOX1+FUS2,0.88673,10
AMP1+CPR1+DOX1+FUS3,0.99531,10
AMP1+CPR1+DOX1+STR1,0.74254,8
AMP1+CPR1+DOX1+STR2,0.6005,9
AMP1+CPR1+DOX1+STR3,0.60232,8
AMP1+CPR1+DOX1+TMP1,0.8593,10
AMP1+CPR1+DOX1+TMP2,0.86241,9
AMP1+CPR1+DOX1+TMP3,0.74333,9
AMP1+CPR1+DOX2+ERY1,0.79993,10
AMP1+CPR1+DOX2+ERY2,0.82236,10
AMP1+CPR1+DOX2+ERY3,0.75427,9
AMP1+CPR1+DOX2+FOX1,0.68627,8
AMP1+CPR1+DOX2+FOX2,0.74762,9
AMP1+CPR1+DOX2+FOX3,0.64808,9
AMP1+CPR1+DOX2+FUS1,0.70158,8
AMP1+CPR1+DOX2+FUS2,0.85199,10
AMP1+CPR1+DOX2+FUS3,0.87981,10
AMP1+CPR1+DOX2+STR1,0.76762,8
AMP1+CPR1+DOX2+STR2,0.66222,8
AMP1+CPR1+DOX2+STR3,0.65577,9
AMP1+CPR1+DOX2+TMP1,0.81971,10
AMP1+CPR1+DOX2+TMP2,0.6064,9
AMP1+CPR1+DOX2+TMP3,0.64695,9
AMP1+CPR1+DOX3+ERY1,0.89395,10
AMP1+CPR1+DOX3+ERY2,0.75878,9
AMP1+CPR1+DOX3+ERY3,0.70991,9
AMP1+CPR1+DOX3+FOX1,0.592,8
AMP1+CPR1+DOX3+FOX2,0.67777,8
AMP1+CPR1+DOX3+FOX3,0.66676,9
AMP1+CPR1+DOX3+FUS1,0.64699,9
AMP1+CPR1+DOX3+FUS2,0.74447,10
AMP1+CPR1+DOX3+FUS3,0.83319,10
AMP1+CPR1+DOX3+STR1,0.16264,7
AMP1+CPR1+DOX3+STR2,0.54072,7
AMP1+CPR1+DOX3+STR3,0.56705,8
AMP1+CPR1+DOX3+TMP1,0.60696,10
AMP1+CPR1+DOX3+TMP2,0.6723,9
AMP1+CPR1+DOX3+TMP3,0.87639,9
AMP1+CPR1+ERY1+FOX1,0.68502,9
AMP1+CPR1+ERY1+FOX2,0.79767,10
AMP1+CPR1+ERY1+FOX3,0.81626,10
AMP1+CPR1+ERY1+FUS1,0.55311,9
AMP1+CPR1+ERY1+FUS2,0.51814,9
AMP1+CPR1+ERY1+FUS3,0.81464,10
AMP1+CPR1+ERY1+STR1,0.73131,9
AMP1+CPR1+ERY1+STR2,0.67786,8
AMP1+CPR1+ERY1+STR3,0.56565,8
AMP1+CPR1+ERY1+TMP1,0.91649,10
AMP1+CPR1+ERY1+TMP2,0.93977,9
AMP1+CPR1+ERY1+TMP3,0.92006,9
AMP1+CPR1+ERY2+FOX1,0.64332,9
AMP1+CPR1+ERY2+FOX2,0.66449,9
AMP1+CPR1+ERY2+FOX3,0.77792,9
AMP1+CPR1+ERY2+FUS1,0.73124,8
AMP1+CPR1+ERY2+FUS2,0.68719,10
AMP1+CPR1+ERY2+FUS3,0.68365,10
AMP1+CPR1+ERY2+STR1,0.66681,8
AMP1+CPR1+ERY2+STR2,0.61175,8
AMP1+CPR1+ERY2+STR3,0.42847,8
AMP1+CPR1+ERY2+TMP1,0.88637,10
AMP1+CPR1+ERY2+TMP2,0.93743,9
AMP1+CPR1+ERY2+TMP3,0.9036,9
AMP1+CPR1+ERY3+FOX1,0.77499,7
AMP1+CPR1+ERY3+FOX2,0.76316,9
AMP1+CPR1+ERY3+FOX3,0.80156,9
AMP1+CPR1+ERY3+FUS1,0.63806,7
AMP1+CPR1+ERY3+FUS2,0.61206,9
AMP1+CPR1+ERY3+FUS3,0.57402,9
AMP1+CPR1+ERY3+STR1,0.60915,7
AMP1+CPR1+ERY3+STR2,0.60587,7
AMP1+CPR1+ERY3+STR3,0.41083,7
AMP1+CPR1+ERY3+TMP1,0.93256,9
AMP1+CPR1+ERY3+TMP2,0.94649,8
AMP1+CPR1+ERY3+TMP3,0.87514,8
AMP1+CPR1+FOX1+FUS1,0.37782,7
AMP1+CPR1+FOX1+FUS2,0.40958,8
AMP1+CPR1+FOX1+FUS3,0.50493,9
AMP1+CPR1+FOX1+STR1,0.32277,8
AMP1+CPR1+FOX1+STR2,0.49149,7
AMP1+CPR1+FOX1+STR3,0.53411,8
AMP1+CPR1+FOX1+TMP1,0.78672,9
AMP1+CPR1+FOX1+TMP2,0.75708,7
AMP1+CPR1+FOX1+TMP3,0.74177,7
AMP1+CPR1+FOX2+FUS1,0.23868,8
AMP1+CPR1+FOX2+FUS2,0.4585,10
AMP1+CPR1+FOX2+FUS3,0.59896,10
AMP1+CPR1+FOX2+STR1,0.17639,9
AMP1+CPR1+FOX2+STR2,0.24624,8
AMP1+CPR1+FOX2+STR3,0.38713,9
AMP1+CPR1+FOX2+TMP1,0.81305,10
AMP1+CPR1+FOX2+TMP2,0.83074,9
AMP1+CPR1+FOX2+TMP3,0.82483,9
AMP1+CPR1+FOX3+FUS1,0.49759,9
AMP1+CPR1+FOX3+FUS2,0.57319,10
AMP1+CPR1+FOX3+FUS3,0.66812,10
AMP1+CPR1+FOX3+STR1,0.73079,9
AMP1+CPR1+FOX3+STR2,0.6497,9
AMP1+CPR1+FOX3+STR3,0.65255,9
AMP1+CPR1+FOX3+TMP1,0.87678,10
AMP1+CPR1+FOX3+TMP2,0.8664,9
AMP1+CPR1+FOX3+TMP3,0.90296,8
AMP1+CPR1+FUS1+STR1,0,7
AMP1+CPR1+FUS1+STR2,0.013461,7
AMP1+CPR1+FUS1+STR3,0,7
AMP1+CPR1+FUS1+TMP1,0.51052,9
AMP1+CPR1+FUS1+TMP2,0.53079,8
AMP1+CPR1+FUS1+TMP3,0.53903,7
AMP1+CPR1+FUS2+STR1,0.32469,8
AMP1+CPR1+FUS2+STR2,0.067428,8
AMP1+CPR1+FUS2+STR3,0.13627,8
AMP1+CPR1+FUS2+TMP1,0.84782,10
AMP1+CPR1+FUS2+TMP2,0.80153,9
AMP1+CPR1+FUS2+TMP3,0.51648,8
AMP1+CPR1+FUS3+STR1,0.4771,7
AMP1+CPR1+FUS3+STR2,0.32503,8
AMP1+CPR1+FUS3+STR3,0.3783,8
AMP1+CPR1+FUS3+TMP1,0.79259,10
AMP1+CPR1+FUS3+TMP2,0.66742,9
AMP1+CPR1+FUS3+TMP3,0.69498,8
AMP1+CPR1+STR1+TMP1,0.067122,7
AMP1+CPR1+STR1+TMP2,0.7431,6
AMP1+CPR1+STR1+TMP3,0.14595,5
AMP1+CPR1+STR2+TMP1,0.4719,8
AMP1+CPR1+STR2+TMP2,0.52715,7
AMP1+CPR1+STR2+TMP3,0.47604,7
AMP1+CPR1+STR3+TMP1,0.4236,8
AMP1+CPR1+STR3+TMP2,0.3809,7
AMP1+CPR1+STR3+TMP3,0.30994,7
AMP1+CPR2+DOX1+ERY1,0.74198,10
AMP1+CPR2+DOX1+ERY2,0.87429,10
AMP1+CPR2+DOX1+ERY3,0.70989,10
AMP1+CPR2+DOX1+FOX1,0.54711,9
AMP1+CPR2+DOX1+FOX2,0.55611,10
AMP1+CPR2+DOX1+FOX3,0.75093,9
AMP1+CPR2+DOX1+FUS1,0.60228,9
AMP1+CPR2+DOX1+FUS2,0.73325,10
AMP1+CPR2+DOX1+FUS3,0.84978,10
AMP1+CPR2+DOX1+STR1,0.80523,7
AMP1+CPR2+DOX1+STR2,0.75832,9
AMP1+CPR2+DOX1+STR3,0.84741,9
AMP1+CPR2+DOX1+TMP1,0.80474,10
AMP1+CPR2+DOX1+TMP2,0.9484,8
AMP1+CPR2+DOX1+TMP3,0.77627,7
AMP1+CPR2+DOX2+ERY1,0.70378,10
AMP1+CPR2+DOX2+ERY2,0.93665,10
AMP1+CPR2+DOX2+ERY3,0.77945,10
AMP1+CPR2+DOX2+FOX1,0.6035,8
AMP1+CPR2+DOX2+FOX2,0.62632,8
AMP1+CPR2+DOX2+FOX3,0.71833,8
AMP1+CPR2+DOX2+FUS1,0.49221,8
AMP1+CPR2+DOX2+FUS2,0.68532,10
AMP1+CPR2+DOX2+FUS3,0.65112,10
AMP1+CPR2+DOX2+STR1,0.68239,8
AMP1+CPR2+DOX2+STR2,0.74374,8
AMP1+CPR2+DOX2+STR3,0.76327,9
AMP1+CPR2+DOX2+TMP1,0.84155,9
AMP1+CPR2+DOX2+TMP2,0.70918,9
AMP1+CPR2+DOX2+TMP3,0.71086,8
AMP1+CPR2+DOX3+ERY1,0.72691,10
AMP1+CPR2+DOX3+ERY2,0.83028,9
AMP1+CPR2+DOX3+ERY3,0.85256,10
AMP1+CPR2+DOX3+FOX1,0.47441,9
AMP1+CPR2+DOX3+FOX2,0.52369,8
AMP1+CPR2+DOX3+FOX3,0.7607,8
AMP1+CPR2+DOX3+FUS1,0.63273,9
AMP1+CPR2+DOX3+FUS2,0.56756,10
AMP1+CPR2+DOX3+FUS3,0.63289,10
AMP1+CPR2+DOX3+STR1,0.56367,7
AMP1+CPR2+DOX3+STR2,0.63127,7
AMP1+CPR2+DOX3+STR3,0.58455,9
AMP1+CPR2+DOX3+TMP1,0.7094,10
AMP1+CPR2+DOX3+TMP2,0.76406,9
AMP1+CPR2+DOX3+TMP3,0.76131,8
AMP1+CPR2+ERY1+FOX1,0.78141,10
AMP1+CPR2+ERY1+FOX2,0.81628,10
AMP1+CPR2+ERY1+FOX3,0.82111,9
AMP1+CPR2+ERY1+FUS1,0.31101,9
AMP1+CPR2+ERY1+FUS2,0.76025,9
AMP1+CPR2+ERY1+FUS3,0.904,10
AMP1+CPR2+ERY1+STR1,0.48006,9
AMP1+CPR2+ERY1+STR2,0.41923,8
AMP1+CPR2+ERY1+STR3,0.74272,9
AMP1+CPR2+ERY1+TMP1,0.92972,10
AMP1+CPR2+ERY1+TMP2,0.94121,9
AMP1+CPR2+ERY1+TMP3,0.88829,8
AMP1+CPR2+ERY2+FOX1,0.85431,10
AMP1+CPR2+ERY2+FOX2,0.85641,9
AMP1+CPR2+ERY2+FOX3,0.89089,8
AMP1+CPR2+ERY2+FUS1,0.42375,8
AMP1+CPR2+ERY2+FUS2,0.63775,10
AMP1+CPR2+ERY2+FUS3,0.85254,10
AMP1+CPR2+ERY2+STR1,0.40384,8
AMP1+CPR2+ERY2+STR2,0.26895,8
AMP1+CPR2+ERY2+STR3,0.37162,9
AMP1+CPR2+ERY2+TMP1,0.92315,9
AMP1+CPR2+ERY2+TMP2,0.8969,9
AMP1+CPR2+ERY2+TMP3,0.78315,8
AMP1+CPR2+ERY3+FOX1,0.74596,9
AMP1+CPR2+ERY3+FOX2,0.85256,10
AMP1+CPR2+ERY3+FOX3,0.85149,9
AMP1+CPR2+ERY3+FUS1,0.51657,8
AMP1+CPR2+ERY3+FUS2,0.69119,10
AMP1+CPR2+ERY3+FUS3,0.80674,10
AMP1+CPR2+ERY3+STR1,0.41574,8
AMP1+CPR2+ERY3+STR2,0.23116,8
AMP1+CPR2+ERY3+STR3,0.4813,9
AMP1+CPR2+ERY3+TMP1,0.95347,10
AMP1+CPR2+ERY3+TMP2,0.96367,9
AMP1+CPR2+ERY3+TMP3,0.70123,7
AMP1+CPR2+FOX1+FUS1,0.3158,8
AMP1+CPR2+FOX1+FUS2,0.53006,9
AMP1+CPR2+FOX1+FUS3,0.48705,10
AMP1+CPR2+FOX1+STR1,0.52849,9
AMP1+CPR2+FOX1+STR2,0.50506,8
AMP1+CPR2+FOX1+STR3,0.29222,10
AMP1+CPR2+FOX1+TMP1,0.75696,10
AMP1+CPR2+FOX1+TMP2,0.78783,8
AMP1+CPR2+FOX1+TMP3,0.66858,7
AMP1+CPR2+FOX2+FUS1,0.48398,8
AMP1+CPR2+FOX2+FUS2,0.33041,10
AMP1+CPR2+FOX2+FUS3,0.54731,10
AMP1+CPR2+FOX2+STR1,0.54822,9
AMP1+CPR2+FOX2+STR2,0.54277,8
AMP1+CPR2+FOX2+STR3,0.57897,10
AMP1+CPR2+FOX2+TMP1,0.8275,10
AMP1+CPR2+FOX2+TMP2,0.81399,9
AMP1+CPR2+FOX2+TMP3,0.72496,8
AMP1+CPR2+FOX3+FUS1,0.56149,8
