AMP1+CPR1+DOX1,0.7262,3
AMP1+CPR1+DOX2,0.83848,3
AMP1+CPR1+DOX3,0.76089,3
AMP1+CPR1+ERY1,0.81979,3
AMP1+CPR1+ERY2,0.89438,3
AMP1+CPR1+ERY3,0.73567,2
AMP1+CPR1+FOX1,0.46246,3
AMP1+CPR1+FOX2,0.57728,3
AMP1+CPR1+FOX3,0.86081,3
AMP1+CPR1+FUS1,0.56376,2
AMP1+CPR1+FUS2,0.6939,3
AMP1+CPR1+FUS3,0.63248,3
AMP1+CPR1+STR1,0.64863,2
AMP1+CPR1+STR2,0.52764,2
AMP1+CPR1+STR3,0.49402,3
AMP1+CPR1+TMP1,0.79092,3
AMP1+CPR1+TMP2,0.90828,2
AMP1+CPR1+TMP3,0.81629,2
AMP1+CPR2+DOX1,0.69052,3
AMP1+CPR2+DOX2,0.77007,3
AMP1+CPR2+DOX3,0.67675,3
AMP1+CPR2+ERY1,0.82836,3
AMP1+CPR2+ERY2,0.90625,3
AMP1+CPR2+ERY3,0.83544,3
AMP1+CPR2+FOX1,0.52766,3
AMP1+CPR2+FOX2,0.58892,3
AMP1+CPR2+FOX3,0.84565,2
AMP1+CPR2+FUS1,0.6546,2
AMP1+CPR2+FUS2,0.59782,3
AMP1+CPR2+FUS3,0.62237,3
AMP1+CPR2+STR1,0.55641,2
AMP1+CPR2+STR2,0.52061,2
AMP1+CPR2+STR3,0.54498,3
AMP1+CPR2+TMP1,0.80576,3
AMP1+CPR2+TMP2,0.75937,2
AMP1+CPR2+TMP3,0.75595,1
AMP1+CPR3+DOX1,0.61703,3
AMP1+CPR3+DOX2,0.65113,3
AMP1+CPR3+DOX3,0.82561,2
AMP1+CPR3+ERY1,0.79241,3
AMP1+CPR3+ERY2,0.76948,3
AMP1+CPR3+ERY3,0.80531,3
AMP1+CPR3+FOX1,0.59117,3
AMP1+CPR3+FOX2,0.69352,3
AMP1+CPR3+FOX3,0.8848,3
AMP1+CPR3+FUS1,0.66711,2
AMP1+CPR3+FUS2,0.53479,3
AMP1+CPR3+FUS3,0.75883,3
AMP1+CPR3+STR1,0.49774,2
AMP1+CPR3+STR2,0.42729,2
AMP1+CPR3+STR3,0.54656,3
AMP1+CPR3+TMP1,0.6795,3
AMP1+CPR3+TMP2,0.71161,2
AMP1+CPR3+TMP3,0.72922,1
AMP1+DOX1+ERY1,0.60391,3
AMP1+DOX1+ERY2,0.74718,3
AMP1+DOX1+ERY3,0.65194,3
AMP1+DOX1+FOX1,0.52943,3
AMP1+DOX1+FOX2,0.66402,3
AMP1+DOX1+FOX3,0.79161,3
AMP1+DOX1+FUS1,0.57118,2
AMP1+DOX1+FUS2,0.6195,3
AMP1+DOX1+FUS3,0.60797,3
AMP1+DOX1+STR1,0.38229,2
AMP1+DOX1+STR2,0.68291,2
AMP1+DOX1+STR3,0.44355,3
AMP1+DOX1+TMP1,0.64635,3
AMP1+DOX1+TMP2,0.88179,3
AMP1+DOX1+TMP3,0.856,2
AMP1+DOX2+ERY1,0.64045,3
AMP1+DOX2+ERY2,0.55571,3
AMP1+DOX2+ERY3,0.60621,3
AMP1+DOX2+FOX1,0.55586,2
AMP1+DOX2+FOX2,0.70363,2
AMP1+DOX2+FOX3,0.71453,2
AMP1+DOX2+FUS1,0.37354,2
AMP1+DOX2+FUS2,0.5309,3
AMP1+DOX2+FUS3,0.56877,3
AMP1+DOX2+STR1,0.57648,2
AMP1+DOX2+STR2,0.51812,2
AMP1+DOX2+STR3,0.58029,3
AMP1+DOX2+TMP1,0.78967,3
AMP1+DOX2+TMP2,0.691,3
AMP1+DOX2+TMP3,0.64421,2
AMP1+DOX3+ERY1,0.6018,3
AMP1+DOX3+ERY2,0.48914,3
AMP1+DOX3+ERY3,0.52016,3
AMP1+DOX3+FOX1,0.53379,2
AMP1+DOX3+FOX2,0.65969,2
AMP1+DOX3+FOX3,0.70547,2
AMP1+DOX3+FUS1,0.53177,2
AMP1+DOX3+FUS2,0.61358,3
AMP1+DOX3+FUS3,0.71663,3
AMP1+DOX3+STR1,0.34085,2
AMP1+DOX3+STR2,0.35244,2
AMP1+DOX3+STR3,0.47651,3
AMP1+DOX3+TMP1,0.67239,3
AMP1+DOX3+TMP2,0.64094,3
AMP1+DOX3+TMP3,0.72968,2
AMP1+ERY1+FOX1,0.57443,3
AMP1+ERY1+FOX2,0.565,3
AMP1+ERY1+FOX3,0.75973,3
AMP1+ERY1+FUS1,0.6011,2
AMP1+ERY1+FUS2,0.48783,3
AMP1+ERY1+FUS3,0.79685,3
AMP1+ERY1+STR1,0.62651,2
AMP1+ERY1+STR2,0.48114,2
AMP1+ERY1+STR3,0.47273,3
AMP1+ERY1+TMP1,0.61818,3
AMP1+ERY1+TMP2,0.62417,3
AMP1+ERY1+TMP3,0.77917,2
AMP1+ERY2+FOX1,0.6433,3
AMP1+ERY2+FOX2,0.45867,3
AMP1+ERY2+FOX3,0.78261,2
AMP1+ERY2+FUS1,0.45748,2
AMP1+ERY2+FUS2,0.61266,3
AMP1+ERY2+FUS3,0.77986,3
AMP1+ERY2+STR1,0.27696,2
AMP1+ERY2+STR2,0.36829,2
AMP1+ERY2+STR3,0.30524,3
AMP1+ERY2+TMP1,0.5295,3
AMP1+ERY2+TMP2,0.60705,3
AMP1+ERY2+TMP3,0.60452,2
AMP1+ERY3+FOX1,0.70202,2
AMP1+ERY3+FOX2,0.76311,3
AMP1+ERY3+FOX3,0.84493,3
AMP1+ERY3+FUS1,0.39822,2
AMP1+ERY3+FUS2,0.60285,3
AMP1+ERY3+FUS3,0.78217,3
AMP1+ERY3+STR1,0.22551,2
AMP1+ERY3+STR2,0.24559,2
AMP1+ERY3+STR3,0.26986,3
AMP1+ERY3+TMP1,0.70538,3
AMP1+ERY3+TMP2,0.67095,3
AMP1+ERY3+TMP3,0.77272,2
AMP1+FOX1+FUS1,0.33573,2
AMP1+FOX1+FUS2,0.39836,3
AMP1+FOX1+FUS3,0.59313,3
AMP1+FOX1+STR1,0.52473,2
AMP1+FOX1+STR2,0.36048,2
AMP1+FOX1+STR3,0.54455,3
AMP1+FOX1+TMP1,0.79449,3
AMP1+FOX1+TMP2,0.76828,2
AMP1+FOX1+TMP3,0.79849,1
AMP1+FOX2+FUS1,0.43079,2
AMP1+FOX2+FUS2,0.53224,3
AMP1+FOX2+FUS3,0.58259,3
AMP1+FOX2+STR1,0.52109,2
AMP1+FOX2+STR2,0.3693,2
AMP1+FOX2+STR3,0.53792,3
AMP1+FOX2+TMP1,0.80987,3
AMP1+FOX2+TMP2,0.81893,3
AMP1+FOX2+TMP3,0.6858,2
AMP1+FOX3+FUS1,0.59618,2
AMP1+FOX3+FUS2,0.69841,3
AMP1+FOX3+FUS3,0.75951,3
AMP1+FOX3+STR1,0.7809,2
AMP1+FOX3+STR2,0.59924,2
AMP1+FOX3+STR3,0.63956,3
AMP1+FOX3+TMP1,0.8347,3
AMP1+FOX3+TMP2,0.91216,3
AMP1+FOX3+TMP3,0.88943,1
AMP1+FUS1+STR1,0.21085,1
AMP1+FUS1+STR2,0.25107,1
AMP1+FUS1+STR3,0.1272,2
AMP1+FUS1+TMP1,0.54092,2
AMP1+FUS1+TMP2,0.54268,2
